Age,Experience,Income,ZIPCode,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,PersonalLoan
54,24,75,90089,2,4.5,3,0,No,No,No,No,No
39,14,75,95762,3,3,1,0,No,No,No,Yes,No
29,3,175,90095,3,3.3,3,329,No,No,Yes,No,Yes
47,22,24,90717,4,0.4,2,142,No,No,Yes,No,No
53,28,20,94080,3,0.1,2,0,No,No,No,No,No
63,37,40,94024,2,1,3,167,No,No,No,No,No
31,5,79,94720,4,2.2,2,0,No,No,No,No,No
27,3,40,94550,3,0.1,2,111,No,No,Yes,No,No
50,24,44,94086,4,1.8,1,0,No,No,Yes,Yes,No
50,24,188,92007,3,1.3,1,184,No,No,No,Yes,Yes
35,10,182,95051,1,0.3,2,229,No,Yes,Yes,Yes,Yes
47,21,79,94110,3,1.1,1,185,No,No,Yes,Yes,No
55,29,61,95051,4,2.8,2,0,No,No,Yes,Yes,No
58,33,34,92028,3,0.2,1,83,No,No,Yes,No,No
54,28,183,90071,1,1,1,442,No,No,No,No,No
28,2,70,90630,3,0.3,3,0,No,No,No,Yes,No
51,24,84,94117,3,2,2,0,No,No,No,No,No
41,16,79,96064,1,1,3,233,No,No,Yes,No,No
37,13,172,95003,2,6.5,1,0,No,No,No,No,No
35,9,58,91101,1,2.5,1,0,No,No,Yes,Yes,No
30,4,73,94305,3,3.3,1,0,No,Yes,Yes,Yes,Yes
31,4,28,94126,1,2,2,0,No,No,No,No,No
55,28,38,95616,3,1,2,0,No,No,Yes,No,No
32,6,13,94611,4,0.3,1,0,No,No,Yes,Yes,No
32,7,143,91365,3,2.9,3,0,No,No,Yes,No,Yes
44,20,75,91335,4,1.9,1,0,No,No,No,No,No
33,7,120,94022,1,3.2,3,0,No,No,Yes,No,Yes
49,24,91,95822,1,2.8,2,0,No,No,No,No,No
55,31,81,95521,3,2.67,1,0,No,No,Yes,No,No
63,37,21,95831,2,0.4,1,0,No,No,Yes,No,No
55,30,55,92821,4,0.9,1,215,No,No,Yes,Yes,No
59,35,42,93555,1,1.8,3,0,No,No,Yes,No,No
41,16,81,92653,2,0.4,1,0,No,No,No,Yes,No
50,26,23,92028,4,0.2,1,0,No,No,No,Yes,No
38,14,112,94501,2,2.2,1,394,No,No,No,No,No
64,40,43,95014,1,1.9,2,0,No,No,Yes,No,No
36,10,42,93106,4,1.2,2,0,No,No,Yes,Yes,No
29,4,58,91006,1,0.8,2,0,No,No,Yes,Yes,No
42,17,90,90504,1,0.1,2,0,No,No,No,Yes,No
43,19,31,94025,3,0.5,1,0,No,No,No,No,No
42,17,115,92717,2,0.4,1,0,No,No,Yes,No,No
32,7,123,92407,2,2.9,2,0,No,No,Yes,No,Yes
37,13,71,94609,2,2.7,1,94,No,No,Yes,No,No
32,7,94,91361,2,3.1,1,0,No,No,Yes,No,No
63,37,165,95035,4,5.1,3,0,No,No,No,No,Yes
50,26,48,91711,1,1.6,2,0,No,No,No,Yes,No
50,24,84,93943,4,4.9,1,0,No,No,Yes,No,No
34,8,44,91101,4,0.2,1,0,No,No,No,No,No
27,2,78,93943,4,0.2,1,87,No,No,No,No,No
45,18,80,92407,3,2.67,2,0,No,No,No,No,No
61,37,20,90011,3,0.4,2,94,No,No,No,No,No
60,36,14,90089,2,0.3,1,109,No,No,Yes,Yes,No
27,1,25,94920,4,0.3,2,0,No,No,Yes,Yes,No
53,29,22,93943,2,0.4,1,0,No,No,Yes,No,No
44,18,33,90405,3,1.5,1,0,No,No,Yes,Yes,No
54,28,60,94110,4,2.6,3,0,No,No,No,No,No
28,2,63,91116,2,1.6,3,0,No,No,Yes,No,No
51,26,12,90245,2,0.7,3,109,No,No,Yes,Yes,No
33,8,130,94720,3,6.3,2,99,No,No,No,Yes,Yes
44,19,35,94305,4,0,2,0,No,No,Yes,No,No
36,12,40,91101,2,0.6,3,0,No,No,Yes,Yes,No
52,27,35,95616,4,0.2,2,0,No,No,Yes,No,No
57,31,40,91107,3,1.4,3,137,No,No,Yes,Yes,No
26,1,53,94720,2,1.6,3,0,No,No,Yes,No,No
34,9,62,92677,3,2.3,1,0,No,No,No,No,No
36,11,14,92673,4,0.2,3,100,No,No,Yes,Yes,No
43,18,60,91311,2,2.2,3,0,No,No,No,Yes,No
28,4,94,92115,3,0.8,1,236,No,No,Yes,No,No
27,2,92,95616,2,3.1,1,178,No,No,Yes,No,No
42,16,20,95351,2,0.8,3,117,No,No,Yes,Yes,No
45,20,194,92110,2,8.8,1,428,No,No,No,No,No
48,22,84,90024,2,0.4,3,145,No,No,No,No,No
65,40,98,95064,3,1.8,2,333,No,No,No,No,No
30,6,64,94305,4,3.4,1,117,No,No,No,No,No
29,3,50,94010,3,1.1,2,0,No,No,No,Yes,No
42,18,54,94010,4,2.2,2,0,No,No,No,No,No
62,38,100,90277,4,1.7,2,0,No,No,Yes,No,No
56,31,81,92373,2,3.7,1,121,No,No,Yes,Yes,No
34,10,71,95003,1,0.1,1,257,No,No,Yes,Yes,No
34,9,31,94115,4,1.1,3,0,No,No,Yes,Yes,No
54,24,50,92037,3,2,3,0,No,No,Yes,Yes,No
38,14,71,95136,4,2,3,0,No,No,No,No,No
62,36,21,95616,3,0.3,3,0,No,No,No,No,No
52,26,178,94234,1,1,1,0,No,No,No,No,No
32,6,35,94005,2,0.3,1,0,No,No,No,Yes,No
27,3,123,95138,1,5.4,1,0,No,No,No,No,No
52,26,45,91604,3,0.6,2,0,No,No,No,No,No
52,28,15,95064,1,0.2,1,0,No,No,Yes,No,No
28,4,32,90095,3,1,2,0,No,No,No,No,No
47,22,35,94304,2,1.3,1,0,No,No,Yes,No,No
36,12,42,93555,1,1.33,1,0,No,No,Yes,No,No
26,0,179,92028,4,2.1,2,0,No,No,No,No,Yes
51,27,42,90245,4,0.1,3,0,No,No,No,No,No
35,11,82,94131,4,3.4,1,0,No,No,No,No,No
41,17,48,92831,2,0.6,3,215,No,No,No,Yes,No
26,2,171,93943,3,6,2,0,No,No,Yes,No,Yes
50,25,83,92007,1,2.8,2,0,No,No,Yes,Yes,No
32,8,79,92115,1,0.1,1,0,No,No,No,No,No
62,38,42,95747,3,0.1,3,149,No,No,No,Yes,No
46,21,40,94025,4,1.9,3,122,No,No,Yes,No,No
30,5,20,94545,4,0.5,3,117,No,No,No,No,No
50,26,179,92612,1,2.9,3,0,No,No,No,Yes,Yes
63,39,45,92870,4,1.3,2,86,No,No,No,No,No
27,3,109,93023,2,2.5,1,0,No,No,Yes,No,No
62,37,162,95051,1,1.3,1,0,No,No,Yes,No,No
52,28,25,90212,4,1,1,0,No,No,No,No,No
45,15,20,94107,1,0.75,3,0,No,No,Yes,No,No
29,3,80,94305,4,1.8,2,0,No,No,Yes,Yes,No
47,23,190,92831,4,0.3,3,305,No,No,No,No,Yes
42,18,141,93407,1,3.5,1,0,No,No,No,No,No
55,29,172,95064,1,5.2,2,0,No,No,No,No,Yes
58,28,75,92121,1,1.4,3,0,No,No,Yes,No,No
41,17,63,90745,2,3.2,1,0,No,No,No,No,No
33,8,48,94019,1,1,1,212,No,No,Yes,No,No
30,4,39,91105,1,1.5,1,0,No,No,No,Yes,No
55,30,64,90250,2,2.3,3,0,No,No,No,No,No
64,38,40,91330,1,2.5,3,94,No,No,Yes,Yes,No
31,5,85,95828,2,1.3,1,119,No,No,Yes,Yes,No
31,5,35,95064,1,0.6,3,171,No,No,No,No,No
32,7,52,92660,2,0.1,1,0,No,No,Yes,No,No
59,29,61,94025,1,1.4,3,0,No,No,No,No,No
36,12,25,95051,4,1,1,0,No,No,Yes,No,No
47,21,141,90095,1,2.4,1,0,No,No,No,No,No
29,4,22,92661,2,0.9,3,110,No,No,No,No,No
41,16,49,92122,3,0.5,3,0,No,No,Yes,No,No
44,20,82,94555,4,1.4,2,201,No,No,Yes,Yes,No
42,16,25,94304,2,0.8,3,0,No,No,No,Yes,No
51,25,33,93033,1,1.4,3,0,No,No,Yes,Yes,No
47,20,38,92115,3,2.5,2,0,No,No,No,No,No
40,16,85,92677,4,0.2,3,0,No,No,Yes,Yes,No
47,21,15,95207,4,0.6,3,77,No,No,Yes,No,No
59,35,59,90005,4,1.2,2,0,No,No,Yes,No,No
48,23,79,92124,2,3.8,3,0,No,No,Yes,No,No
28,4,43,91304,1,1,3,102,No,No,No,No,No
67,42,32,93943,1,1.1,3,0,No,No,No,Yes,No
60,35,8,94143,1,0.1,1,0,No,No,Yes,No,No
34,9,99,90245,4,2.2,2,155,No,No,Yes,No,No
35,9,141,93022,2,4.5,2,0,No,No,No,No,Yes
28,4,159,93907,1,1.5,1,0,No,No,Yes,Yes,No
30,4,18,95020,4,0.3,2,0,No,No,Yes,Yes,No
52,26,91,92173,1,4.3,2,0,No,Yes,Yes,Yes,Yes
65,39,113,90036,1,2,1,0,No,No,Yes,Yes,No
51,25,18,92109,1,0.3,3,93,No,No,No,Yes,No
35,10,75,93940,4,0.7,3,0,No,No,Yes,Yes,No
57,32,33,95747,2,2,2,0,No,No,Yes,No,No
58,32,65,90266,3,2.2,3,0,No,No,No,No,No
43,17,64,95053,4,3,3,221,No,No,Yes,No,Yes
63,38,22,92115,3,0.1,3,90,No,No,Yes,No,No
54,30,120,95039,1,7.4,1,119,No,No,Yes,Yes,No
33,8,175,92354,2,6.7,1,102,No,No,Yes,No,No
39,13,25,90304,4,1.5,3,0,No,No,Yes,No,No
62,37,155,93943,1,1.3,1,0,No,No,No,No,No
61,37,39,92096,4,0.4,1,0,No,No,Yes,Yes,No
36,12,73,95617,4,2,3,188,No,No,Yes,No,No
55,30,34,95820,4,0.1,3,157,No,No,Yes,No,No
29,5,21,90601,3,0.9,3,119,No,No,No,No,No
47,21,52,94720,1,1.2,2,194,No,No,No,No,No
46,20,73,93106,1,1.5,2,128,No,No,Yes,No,No
63,39,92,94710,2,0,3,0,No,No,Yes,No,No
51,27,44,94305,3,1.9,2,141,No,No,No,No,No
44,20,69,92028,1,0.8,3,184,No,Yes,Yes,Yes,No
50,26,88,90037,1,2.7,1,0,No,No,Yes,No,No
39,14,12,92093,2,0,3,0,No,No,No,No,No
53,29,24,94105,2,0.2,1,0,No,No,No,Yes,No
46,20,25,93401,4,0.6,3,125,No,No,No,No,No
56,31,192,90089,1,7,3,0,No,Yes,Yes,No,Yes
60,36,129,92028,2,6,1,0,No,No,Yes,No,No
54,28,83,93555,3,0.8,1,0,No,No,Yes,No,No
35,10,33,90266,4,1.7,1,87,No,No,Yes,No,No
55,29,21,92028,4,0.7,3,0,No,No,No,No,No
36,10,35,94608,2,0.3,1,98,No,No,Yes,No,No
38,14,103,94305,1,0.8,2,0,No,No,No,Yes,No
58,32,75,92096,2,2.3,3,0,No,No,No,No,No
45,21,29,90005,1,0.3,3,0,No,No,Yes,No,No
31,6,53,92093,4,2.2,1,114,No,No,Yes,No,No
39,14,24,94611,2,0.3,2,0,No,No,Yes,No,No
63,38,153,90045,1,1.3,1,455,No,No,No,No,No
62,38,53,92121,1,0,2,0,No,No,No,No,No
49,24,70,91330,1,2.9,1,0,No,No,No,No,No
30,6,193,94022,3,6.3,3,0,No,No,Yes,No,Yes
58,34,152,92182,4,3.6,3,0,No,No,No,No,Yes
27,3,84,95814,3,1.5,1,0,No,No,Yes,Yes,No
41,16,13,91125,2,0,3,0,No,No,Yes,No,No
52,26,93,91745,1,2.4,1,0,No,No,Yes,No,No
35,5,68,90509,4,1.8,3,0,No,No,No,No,No
47,21,85,93106,2,1.7,2,0,No,No,No,Yes,No
29,4,73,95039,1,0.8,2,0,No,No,Yes,No,No
48,18,182,92626,4,6,3,0,No,No,Yes,No,Yes
35,11,53,91355,3,2.8,1,0,No,No,No,No,No
37,11,34,95747,3,0.9,1,0,No,No,Yes,No,No
61,35,63,91605,1,1.6,1,0,No,No,Yes,No,No
37,12,100,92735,3,1.2,3,341,No,No,Yes,Yes,No
51,25,190,95138,2,4.2,2,0,No,No,Yes,No,Yes
56,30,73,94035,2,1.1,1,0,No,No,No,No,No
51,26,14,92182,2,0,1,103,No,No,Yes,No,No
57,31,43,95616,1,0.2,1,0,No,No,No,No,No
48,23,35,94025,4,0.4,2,118,No,No,No,No,No
29,3,108,94304,4,1.8,2,0,No,No,No,No,No
65,41,40,94542,3,0.1,3,0,No,No,Yes,No,No
46,22,198,95521,2,6.67,1,0,No,No,No,Yes,No
56,31,84,92672,1,0.1,3,0,No,No,Yes,No,No
46,20,12,90250,4,0.6,3,0,No,No,No,Yes,No
27,3,201,95819,1,6.33,1,158,No,No,Yes,No,No
44,20,20,92780,1,1.4,3,0,No,No,No,No,No
32,8,200,91330,2,6.5,1,565,No,No,Yes,No,No
33,7,101,93727,1,2.7,2,233,No,No,No,No,No
40,16,19,92028,4,0.4,2,0,No,No,Yes,Yes,No
52,28,8,95060,1,0.3,1,0,No,No,Yes,No,No
54,29,59,92867,2,2.3,3,152,No,No,Yes,No,No
52,26,54,90049,2,1.5,2,0,No,No,No,Yes,No
50,20,25,91320,4,0.4,3,0,No,No,Yes,No,No
41,17,51,94402,2,0.6,3,0,No,No,No,Yes,No
43,19,125,92122,3,2.4,1,0,No,No,Yes,No,Yes
25,0,88,94566,2,1.8,2,319,No,No,Yes,Yes,No
50,24,32,94701,4,1.8,1,109,No,No,Yes,No,No
28,3,29,91105,4,0.8,1,135,No,No,Yes,No,No
62,36,25,90740,3,0.3,3,0,No,No,Yes,Yes,No
29,5,21,90717,4,0.4,2,89,No,No,No,Yes,No
49,23,79,95819,3,0.7,2,151,No,No,Yes,No,No
53,29,25,92008,2,0.4,1,0,No,No,Yes,No,No
28,3,55,92647,4,1.7,2,0,No,No,Yes,Yes,No
40,14,54,96003,2,0.7,1,0,No,No,No,No,No
31,6,44,94720,4,0.8,1,0,No,No,No,No,No
48,24,134,94105,1,5,1,0,No,No,No,Yes,No
26,0,149,95051,2,7.2,1,154,No,No,No,No,No
36,11,15,94720,2,0.3,2,119,No,No,No,No,No
46,22,73,91360,1,0.8,3,117,No,No,No,No,No
52,27,34,93117,2,0.7,2,114,No,No,Yes,Yes,No
27,3,32,94710,3,1,2,0,No,No,No,No,No
34,9,68,94720,1,2.8,1,0,No,No,Yes,No,No
52,26,19,90650,2,0.7,2,0,No,No,No,Yes,No
53,27,192,94720,1,1.7,1,601,No,No,Yes,No,No
35,11,34,93117,1,1.5,2,0,No,No,No,No,No
44,20,171,91330,4,0.7,1,567,No,Yes,Yes,Yes,Yes
48,22,139,94309,1,0,1,0,No,Yes,Yes,Yes,No
49,24,70,90024,1,2.9,1,0,No,No,No,Yes,No
35,10,143,91365,1,8.6,1,0,No,No,Yes,Yes,No
44,20,185,94086,3,2.7,1,0,No,No,Yes,No,Yes
35,10,78,92121,1,2.6,2,0,No,No,No,No,No
29,3,121,92806,2,1.3,1,0,No,No,No,No,No
61,36,10,90740,1,0.1,1,0,No,No,No,No,No
43,19,128,95054,1,4.7,1,0,No,No,Yes,No,No
61,36,55,90033,3,0.9,3,0,No,No,Yes,Yes,No
48,22,79,95747,3,0.7,2,0,No,No,Yes,No,No
45,20,62,95818,2,2.2,3,0,No,No,Yes,No,No
47,22,25,90404,1,0.1,1,148,No,No,Yes,No,No
49,23,194,94022,4,8.3,2,0,No,No,No,Yes,Yes
59,29,45,95630,3,2,3,0,No,No,Yes,No,No
41,16,23,94143,2,0.3,2,118,No,No,No,No,No
47,23,171,94546,2,1.4,1,284,No,No,Yes,Yes,No
31,7,99,94720,1,4,1,0,No,No,Yes,No,No
28,2,43,95616,4,1.3,3,0,No,No,Yes,Yes,No
55,25,23,93106,4,0.4,3,88,No,No,No,No,No
65,40,21,92717,3,0.1,3,0,No,No,No,Yes,No
34,8,60,94015,4,2.2,2,0,No,No,No,Yes,No
51,25,60,90401,4,2.6,1,97,No,No,Yes,No,No
52,25,41,95403,3,1,2,0,No,No,Yes,No,No
67,41,20,91741,2,0.4,1,80,No,No,No,No,No
42,17,82,95616,1,3.7,3,0,No,No,Yes,No,No
48,22,43,94588,1,1.2,2,112,No,No,Yes,No,No
63,37,110,95032,1,4.1,3,0,No,No,No,No,Yes
31,5,99,94065,4,1.8,2,268,No,No,No,No,No
28,4,69,94538,3,0.7,2,80,No,No,Yes,No,No
62,38,123,90210,1,2.9,1,0,No,No,No,No,No
56,30,78,90401,3,1.7,2,0,No,No,No,No,No
44,19,49,94720,4,1.9,3,89,No,No,Yes,No,No
57,33,163,94132,1,7.4,1,0,No,No,Yes,No,No
31,7,81,95006,2,2,2,0,No,Yes,Yes,Yes,No
42,18,50,95126,4,2.2,2,0,No,No,No,No,No
54,29,98,93065,1,0.1,3,0,No,No,No,No,No
59,33,34,94115,1,0.2,1,0,No,No,Yes,No,No
39,14,85,94005,3,1.2,3,107,No,No,Yes,Yes,No
56,26,50,90095,3,1.4,3,0,No,No,No,No,No
38,14,91,95060,2,0,1,0,No,No,Yes,No,No
25,-1,112,92507,2,2,1,241,No,No,Yes,No,No
42,17,98,92866,2,0.4,1,275,No,No,Yes,No,No
56,30,101,90048,3,1.7,2,0,No,No,No,Yes,No
43,18,83,95616,2,3.8,3,112,No,No,No,No,No
48,24,54,95616,1,1.6,2,186,No,No,Yes,No,No
62,32,53,96001,4,1.67,3,142,No,No,No,No,No
39,9,118,93555,2,6,3,246,No,Yes,Yes,Yes,Yes
54,28,31,92130,2,0.4,3,0,No,No,No,No,No
39,15,25,93023,1,1.4,3,0,No,No,No,No,No
45,19,22,90639,1,0.2,1,0,No,No,Yes,No,No
30,6,41,90095,1,2.4,2,0,No,No,Yes,No,No
58,34,35,94122,1,1.2,3,0,No,No,Yes,No,No
44,19,30,94501,1,0.6,3,0,No,No,Yes,No,No
56,29,51,94080,3,1,2,0,No,No,Yes,No,No
63,39,40,91311,4,1.2,2,0,No,No,Yes,No,No
34,9,191,94086,1,4.8,3,0,No,Yes,Yes,Yes,Yes
43,19,58,95307,2,3.2,1,0,No,No,Yes,No,No
61,36,29,90210,2,0.5,2,0,No,No,Yes,No,No
53,23,58,94720,4,2,3,0,No,No,Yes,Yes,No
52,28,62,94111,1,1.8,3,231,No,No,Yes,No,No
39,15,62,93955,4,2.4,1,86,No,No,No,No,No
36,12,38,94109,1,1.5,2,0,No,No,No,No,No
44,20,81,90245,4,2,3,277,No,No,Yes,No,No
42,18,89,94539,4,0.8,1,184,No,No,No,No,No
29,4,121,90028,2,3.3,1,0,No,No,Yes,No,No
28,2,42,95762,1,1.5,1,0,No,No,Yes,Yes,No
50,24,130,95833,1,1,1,0,No,No,No,No,No
44,19,30,95616,4,0,2,0,No,No,Yes,No,No
52,26,114,94304,1,4.9,1,0,No,No,No,No,No
28,4,155,90019,1,6.33,1,0,No,No,No,No,No
62,38,50,94539,2,1.1,1,0,No,No,No,Yes,No
34,10,34,95060,1,1.5,2,111,No,No,No,Yes,No
45,20,94,90095,3,0.5,3,0,No,No,Yes,No,No
52,26,114,91330,2,2.4,2,0,No,No,No,No,No
28,2,114,94606,4,2.1,3,0,No,No,Yes,No,No
32,8,29,92807,1,0.2,3,76,No,No,Yes,Yes,No
49,24,38,94305,1,1.4,3,0,No,No,No,No,No
56,32,103,94111,3,4,3,0,No,No,No,No,Yes
48,22,80,93940,2,2.4,2,0,No,No,Yes,No,No
44,17,128,94928,2,3.25,2,0,No,No,No,Yes,Yes
30,4,44,92704,1,1.9,3,143,No,No,No,No,No
47,23,170,90254,2,6.5,2,0,No,Yes,Yes,Yes,Yes
63,38,31,92037,1,1.1,3,125,No,No,Yes,No,No
25,0,99,92735,1,1.9,1,323,No,No,No,No,No
57,31,51,93943,1,1.4,1,0,No,No,Yes,Yes,No
49,19,169,95054,3,5.67,3,167,No,Yes,No,Yes,Yes
41,17,93,92835,4,0.8,1,218,No,No,No,No,No
46,20,103,91380,4,4.8,3,0,No,No,Yes,No,Yes
33,3,71,93561,4,1.8,3,236,No,No,No,No,No
59,33,80,93907,2,0.7,2,0,No,No,Yes,No,No
38,12,179,94596,2,0,1,380,No,No,No,No,No
30,3,61,92152,4,2,2,0,No,No,Yes,No,No
49,23,83,92126,1,0.3,1,0,No,No,Yes,Yes,No
36,10,29,93065,4,1,1,0,No,No,Yes,Yes,No
35,8,52,95616,2,1,2,0,No,No,No,Yes,No
50,24,150,94551,1,7.3,1,0,No,No,Yes,Yes,No
41,16,91,94720,3,0.5,3,0,No,No,No,No,No
57,32,25,90049,2,0.2,3,0,No,No,Yes,Yes,No
51,25,102,92677,1,0.3,1,0,No,No,Yes,No,No
43,16,161,95134,3,8,2,0,No,Yes,Yes,Yes,Yes
63,38,134,90640,3,4,2,0,No,No,No,Yes,Yes
28,4,43,94803,1,1.8,2,0,No,No,Yes,Yes,No
33,8,20,92691,3,1.3,1,83,No,No,No,Yes,No
37,12,125,91754,2,3.9,1,0,No,No,Yes,Yes,No
33,7,18,92093,1,0.6,3,0,No,No,No,No,No
28,3,173,92121,2,6.7,1,222,No,No,Yes,No,No
30,4,35,90059,4,0.8,1,0,No,No,Yes,Yes,No
40,16,53,94123,4,2,3,0,No,No,No,No,No
65,40,69,91706,4,0.1,2,0,No,No,Yes,No,No
31,7,38,94025,1,0.2,3,0,No,No,Yes,No,No
50,25,79,95023,1,2.9,1,307,No,No,No,Yes,No
57,31,64,90024,3,2.5,1,208,No,No,No,Yes,No
47,21,174,94025,4,3.2,3,0,No,No,No,No,Yes
55,29,54,95051,2,2.3,3,93,No,No,No,No,No
53,29,10,90095,2,0.4,1,0,No,No,No,No,No
31,6,145,93940,1,0.8,1,84,No,No,Yes,No,No
25,-1,81,92647,2,1.6,3,0,No,No,Yes,Yes,No
40,14,58,90245,4,0.2,3,0,No,No,Yes,No,No
31,5,49,94114,4,1.8,3,0,No,No,Yes,Yes,No
57,33,25,92064,2,1,1,0,No,No,Yes,No,No
62,36,69,95039,2,1.7,3,0,No,No,Yes,No,No
31,7,15,91380,3,0.9,3,0,No,No,Yes,No,No
39,13,50,94923,3,0.5,3,0,No,No,No,No,No
55,29,64,93437,3,0.8,1,119,No,No,No,Yes,No
35,9,44,92054,3,0.9,1,89,No,No,No,No,No
44,20,93,91910,4,0.8,1,101,No,No,Yes,No,No
35,10,58,91754,4,0.7,3,232,No,No,No,No,No
55,31,15,95747,1,0.2,1,0,No,No,No,No,No
39,15,41,95035,1,2,2,176,No,No,Yes,No,No
50,26,115,95008,1,1.2,3,0,No,No,No,Yes,Yes
55,31,62,93943,4,1.5,1,0,No,No,Yes,No,No
57,32,40,94720,3,1.7,1,0,No,No,Yes,Yes,No
54,30,58,92007,2,3.2,3,0,No,No,No,No,No
62,38,30,94304,3,0.1,3,128,No,No,Yes,No,No
40,14,123,90041,1,5.2,1,0,No,No,Yes,No,No
35,11,93,90747,2,2.7,1,0,No,No,Yes,Yes,No
50,25,83,94720,4,3.1,1,0,No,No,No,Yes,Yes
61,35,99,94085,1,4.8,3,255,No,No,No,Yes,Yes
43,17,55,93933,3,2.2,2,0,No,No,No,No,No
33,3,69,92161,4,1.8,3,0,No,No,Yes,No,No
65,40,162,94596,1,1.3,1,0,No,No,Yes,No,No
31,7,108,94507,1,4,1,0,No,No,Yes,No,No
37,13,158,93943,2,2.3,2,0,No,Yes,Yes,Yes,Yes
58,33,42,91380,2,1.6,3,0,No,No,Yes,No,No
34,8,29,90025,2,2,3,0,No,No,Yes,Yes,No
62,36,183,90095,2,3.4,3,0,No,No,No,No,Yes
54,30,40,90024,2,1,3,0,No,No,No,No,No
48,23,128,94309,1,0.6,1,0,No,No,Yes,Yes,No
42,18,171,90027,2,8,1,0,No,No,Yes,No,No
25,1,13,95814,4,1,1,95,No,No,No,Yes,No
51,27,33,92037,4,0.2,1,83,No,No,Yes,No,No
60,35,34,94102,1,0.3,3,0,No,No,Yes,No,No
59,35,58,91355,1,0,2,0,No,No,Yes,No,No
41,16,111,92009,2,0.4,1,0,No,No,No,No,No
63,37,20,94704,2,0.4,1,76,No,No,No,No,No
38,12,180,90245,1,2.8,3,158,No,No,Yes,No,Yes
36,10,33,94080,3,0.9,1,0,No,No,No,No,No
28,3,193,94501,3,4,2,0,No,No,Yes,No,Yes
48,24,162,91355,4,3.3,2,446,No,Yes,Yes,No,Yes
38,13,9,92634,2,0.3,2,0,No,No,No,No,No
52,22,58,93101,4,2,3,223,No,No,Yes,No,No
65,40,80,94105,1,0.8,3,0,No,No,Yes,No,No
38,12,29,92084,2,1.4,3,0,No,No,Yes,No,No
25,1,98,90717,1,5.4,1,0,No,No,Yes,No,No
46,22,72,91711,4,1.4,2,149,No,No,Yes,Yes,No
59,35,39,92028,1,1.8,3,0,No,No,Yes,No,No
36,12,35,95812,4,0.4,2,0,No,No,Yes,No,No
48,22,35,92709,1,1.4,3,0,No,No,Yes,No,No
